day,code,buy_price,sell_price,return_pct
2024-11-01,301165,51.39,51.58,0.37
2024-11-07,301165,53.26,52.92,-0.64
2024-11-12,301165,54.52,54.28,-0.44
2025-08-26,301165,92.12,88.68,-3.73
2025-07-10,301166,31.76,31.62,-0.44
2025-05-07,301167,14.65,14.51,-0.96
2025-05-19,301167,14.78,15.1,2.17
2025-05-26,301168,34.74,33.98,-2.19
2025-06-09,301168,36.89,35.4,-4.04
2026-01-08,301169,57.2,61.78,8.01
2026-01-13,301169,65.0,62.98,-3.11
2024-11-21,301171,35.68,36.0,0.9
2024-10-09,301175,5.49,5.41,-1.46
2025-03-19,301175,5.64,5.56,-1.42
2025-03-31,301175,5.63,5.75,2.13
2024-04-11,301177,30.83,27.41,-11.09
2025-03-17,301177,33.24,31.57,-5.02
2026-01-27,301177,33.77,40.8,20.82
2025-05-30,301178,44.18,44.28,0.23
2025-09-23,301178,70.06,66.6,-4.94
2024-05-30,301180,15.22,16.66,9.46
2025-08-08,301180,16.19,16.61,2.59
2026-01-19,301180,18.57,18.45,-0.65
2026-03-05,301180,20.48,19.65,-4.05
2026-03-09,301180,19.66,19.75,0.46
2025-10-22,301181,41.18,43.01,4.44
2025-10-29,301181,52.63,40.96,-22.17
2025-07-22,301182,38.99,37.7,-3.31
2024-03-18,301183,61.73,58.46,-5.3
2025-06-20,301183,51.98,50.98,-1.92
2025-07-11,301183,58.96,61.66,4.58
2025-11-25,301185,21.4,20.41,-4.63
2025-11-27,301185,20.84,20.59,-1.2
2024-11-29,301186,41.82,43.2,3.3
2025-02-10,301186,48.0,48.78,1.63
2025-11-04,301186,48.64,49.31,1.38
2025-11-17,301186,49.04,48.18,-1.75
2024-05-14,301187,24.0,22.8,-5.0
2025-01-06,301187,36.37,36.58,0.58
2025-06-13,301188,23.42,23.07,-1.49
2026-01-12,301188,18.8,18.66,-0.74
2025-08-08,301189,28.76,30.13,4.76
2025-08-20,301189,37.37,37.7,0.88
2025-09-12,301190,29.46,28.86,-2.04
2025-07-30,301191,91.71,90.7,-1.1
2024-10-09,301192,18.86,17.87,-5.25
2024-12-11,301192,20.34,20.32,-0.1
2025-07-04,301192,24.51,25.26,3.06
2025-10-30,301192,37.28,38.0,1.93
2026-02-02,301193,23.96,24.01,0.21
2026-01-06,301195,35.59,35.03,-1.57
2025-07-18,301196,84.0,83.3,-0.83
2025-08-14,301196,103.0,106.13,3.04
2025-09-19,301196,108.88,108.98,0.09
2024-07-25,301197,14.68,14.5,-1.23
2025-07-22,301198,12.01,11.8,-1.75
2024-12-12,301199,33.91,33.21,-2.06
2024-11-18,301200,39.58,38.99,-1.49
2024-12-09,301200,39.74,39.19,-1.38
2025-07-02,301200,42.37,43.75,3.26
2025-07-22,301200,50.19,51.48,2.57
2025-07-25,301200,58.97,70.51,19.57
2025-08-07,301200,88.98,95.0,6.77
2025-08-12,301200,101.1,98.0,-3.07
2025-09-15,301200,118.79,113.27,-4.65
2026-01-08,301200,133.04,130.81,-1.68
2025-08-07,301202,47.22,46.77,-0.95
2025-08-26,301202,55.35,52.45,-5.24
2026-02-24,301203,46.28,47.14,1.86
2024-03-25,301205,118.93,107.1,-9.95
2025-06-13,301205,78.23,76.5,-2.21
2025-12-11,301205,141.6,155.36,9.72
2025-12-16,301205,158.35,178.51,12.73
2026-02-02,301205,224.94,226.12,0.52
2024-05-13,301206,31.8,28.95,-8.96
2025-07-29,301207,19.99,19.02,-4.85
2025-11-06,301207,24.37,24.0,-1.52
2025-11-17,301207,26.37,23.6,-10.5
2025-04-25,301209,71.13,86.24,21.24
2025-01-22,301210,38.89,38.5,-1.0
2025-02-20,301210,47.72,57.9,21.33
2025-09-19,301210,53.87,53.0,-1.61
2025-09-29,301210,53.94,50.14,-7.04
2024-11-21,301212,26.72,24.04,-10.03
2025-12-09,301213,68.85,68.0,-1.23
2025-12-11,301213,68.0,69.7,2.5
2024-10-09,301215,6.72,6.5,-3.27
2025-03-05,301216,11.69,12.21,4.45
2025-09-02,301216,18.01,17.71,-1.67
2025-06-25,301217,12.97,12.34,-4.86
2025-07-04,301217,13.81,14.86,7.6
2025-07-21,301217,21.98,19.15,-12.88
2025-09-15,301217,34.1,32.98,-3.28
2026-02-27,301217,49.0,51.0,4.08
2024-10-09,301218,26.24,27.56,5.03
2025-06-27,301218,21.47,21.3,-0.79
2025-07-10,301218,21.61,21.67,0.28
2025-07-31,301218,22.61,22.59,-0.09
2025-08-08,301218,23.97,23.93,-0.17
2025-11-27,301218,24.28,23.5,-3.21
2026-01-22,301218,30.2,31.5,4.3
2026-01-27,301218,33.94,35.36,4.18
2025-03-12,301219,61.77,63.5,2.8
2025-08-19,301219,63.48,65.0,2.39
2025-09-09,301219,73.2,70.7,-3.42
2026-01-27,301219,77.53,79.01,1.91
2026-03-11,301220,42.17,42.64,1.11
2025-08-29,301221,61.0,58.63,-3.89
2026-01-07,301221,59.99,59.5,-0.82
2025-08-06,301222,30.7,30.7,0.0
2025-08-08,301222,30.7,31.01,1.01
2025-08-22,301223,18.42,18.32,-0.54
2025-10-30,301223,18.76,18.69,-0.37
2026-01-22,301223,20.15,20.18,0.15
2026-02-10,301223,20.4,20.37,-0.15
2025-02-28,301225,30.33,29.4,-3.07
2025-06-04,301225,81.0,84.39,4.19
2025-09-15,301225,98.88,102.63,3.79
2025-03-04,301226,32.66,34.18,4.65
2025-08-08,301226,29.18,30.41,4.22
2025-08-12,301226,30.77,32.18,4.58
2026-01-05,301226,33.78,32.85,-2.75
2025-12-23,301227,47.93,48.6,1.4
2025-02-27,301228,18.77,18.24,-2.82
2025-04-29,301228,26.68,26.75,0.26
2025-07-18,301228,30.39,30.55,0.53
2025-09-23,301228,31.98,31.82,-0.5
2025-10-10,301228,32.43,31.33,-3.39
2025-11-20,301228,41.19,41.0,-0.46
2025-12-02,301228,46.88,44.24,-5.63
2024-10-09,301230,27.0,25.72,-4.74
2025-07-16,301230,38.7,38.25,-1.16
2025-03-20,301231,24.32,24.34,0.08
2025-04-02,301231,24.55,22.8,-7.13
2025-05-06,301231,28.09,27.9,-0.68
2025-05-07,301231,28.55,26.35,-7.71
2025-08-20,301231,28.39,27.33,-3.73
2025-07-01,301232,31.15,31.43,0.9
2025-07-04,301232,31.0,31.06,0.19
2025-05-09,301233,53.45,53.48,0.06
2025-06-16,301233,53.98,57.0,5.59
2025-08-12,301233,62.77,61.0,-2.82
2025-07-02,301234,31.46,31.78,1.02
2025-07-15,301235,26.3,25.86,-1.67
2026-02-02,301235,52.26,53.21,1.82
2026-03-09,301235,54.0,54.19,0.35
2026-01-13,301236,55.0,54.2,-1.45
2026-01-13,301237,64.88,68.35,5.35
2024-04-08,301238,25.61,25.5,-0.43
2025-06-25,301238,20.29,19.79,-2.46
2025-09-08,301238,22.0,23.22,5.55
2025-11-03,301246,19.44,18.51,-4.78
2025-11-12,301246,21.77,22.25,2.2
2025-05-30,301248,24.3,23.72,-2.39
2025-07-10,301248,25.32,24.96,-1.42
2026-01-20,301248,49.28,51.01,3.51
2025-07-21,301251,41.0,42.24,3.02
2025-07-23,301251,42.77,43.01,0.56
2025-08-08,301251,47.37,58.77,24.07
2026-02-27,301251,68.98,70.01,1.49
2025-02-18,301252,40.65,41.6,2.34
2025-02-28,301255,50.25,47.4,-5.67
2025-11-28,301256,15.12,17.0,12.43
2025-07-10,301257,38.0,35.93,-5.45
2025-07-22,301257,41.16,40.29,-2.11
2026-01-06,301257,55.47,56.87,2.52
2025-03-31,301258,25.47,25.45,-0.08
2024-03-19,301259,23.94,24.36,1.75
2024-12-11,301261,46.84,45.8,-2.22
2025-01-27,301261,50.93,49.81,-2.2
2025-02-24,301261,70.61,71.15,0.76
2025-03-20,301261,119.8,119.0,-0.67
2025-01-21,301263,16.26,16.24,-0.12
2025-02-10,301263,16.8,16.84,0.24
2025-02-28,301263,19.29,19.39,0.52
2025-03-05,301263,19.95,20.14,0.95
2025-05-26,301263,26.5,26.88,1.43
2026-01-22,301263,32.99,32.29,-2.12
2025-12-04,301265,13.62,13.48,-1.03
2025-07-11,301266,35.86,37.51,4.6
2026-01-29,301266,45.89,47.66,3.86
2025-07-16,301268,18.98,19.17,1.0
2026-02-11,301268,25.04,24.61,-1.72
2025-10-14,301269,134.09,132.0,-1.56
2025-08-07,301272,39.88,40.04,0.4
2025-08-22,301272,41.05,42.02,2.36
2025-08-27,301272,42.99,45.0,4.68
2024-11-04,301273,18.4,18.8,2.17
2024-11-12,301273,21.16,20.39,-3.64
2025-03-03,301273,22.09,21.93,-0.72
2026-01-13,301275,64.88,74.01,14.07
2025-08-08,301278,35.94,36.49,1.53
2025-11-17,301278,40.01,40.77,1.9
2025-02-28,301280,57.0,56.14,-1.51
2025-03-04,301280,60.5,62.99,4.12
2025-08-14,301280,53.46,53.85,0.73
2026-01-13,301280,60.8,59.3,-2.47
2026-01-15,301280,60.48,60.0,-0.79
2025-03-10,301282,23.85,24.08,0.96
2025-09-17,301282,30.39,29.7,-2.27
2025-05-14,301283,30.41,31.15,2.43
2026-01-08,301283,50.27,50.84,1.13
2024-03-04,301285,21.7,21.76,0.28
2024-03-07,301285,21.85,21.86,0.05
2024-03-12,301285,23.88,26.0,8.88
2025-03-07,301285,35.33,34.65,-1.92
2025-12-19,301285,71.75,71.22,-0.74
2026-03-09,301285,86.8,85.39,-1.62
2024-03-14,301286,30.42,30.6,0.59
2025-11-10,301286,32.16,32.17,0.03
2025-11-12,301286,32.3,32.46,0.5
2025-11-17,301286,32.95,32.73,-0.67
2026-01-20,301286,53.5,54.53,1.93
2025-06-06,301287,44.0,54.55,23.98
2025-07-24,301288,13.84,13.66,-1.3
2025-05-30,301290,28.08,27.01,-3.81
2026-01-16,301290,28.49,28.93,1.54
2026-01-20,301290,29.1,28.99,-0.38
2025-08-27,301291,45.74,45.44,-0.66
2025-10-28,301291,49.9,48.5,-2.81
2026-02-13,301291,53.3,60.49,13.49
2026-03-10,301291,64.16,68.34,6.51
2025-11-03,301292,33.2,30.54,-8.01
2024-11-07,301293,55.0,54.7,-0.55
2025-08-11,301293,60.15,59.05,-1.83
2025-08-15,301293,69.8,66.0,-5.44
2025-07-03,301295,24.37,24.11,-1.07
2025-09-08,301295,31.66,32.35,2.18
2025-08-08,301298,17.9,18.08,1.01
2025-08-12,301298,18.09,18.0,-0.5
2026-01-13,301299,66.2,65.61,-0.89
2025-11-18,301300,46.3,48.1,3.89
2026-01-13,301302,27.3,27.4,0.37
2024-12-06,301303,15.87,16.2,2.08
2025-08-05,301303,17.38,17.47,0.52
2025-08-07,301303,17.87,17.52,-1.96
2025-08-11,301303,17.68,17.71,0.17
2024-05-06,301305,19.28,18.89,-2.02
2024-05-08,301305,19.75,18.7,-5.32
2026-01-13,301305,26.1,25.05,-4.02
2025-08-07,301306,69.99,71.01,1.46
2025-12-08,301306,68.0,66.0,-2.94
2025-09-09,301307,28.57,30.01,5.04
2025-03-03,301308,105.0,104.88,-0.11
2025-03-05,301308,105.88,102.0,-3.66
2025-08-01,301308,89.8,88.5,-1.45
2025-09-15,301308,116.6,114.01,-2.22
2025-09-25,301308,146.88,145.0,-1.28
2025-10-31,301308,279.33,275.0,-1.55
2024-05-13,301309,28.28,27.7,-2.05
2025-03-19,301309,28.12,28.03,-0.32
2025-08-06,301309,29.99,29.81,-0.6
2025-08-07,301309,30.1,30.35,0.83
2024-10-09,301311,22.73,21.51,-5.37
2025-08-07,301311,23.9,22.83,-4.48
2025-08-22,301312,49.35,49.0,-0.71
2025-08-27,301312,56.18,56.68,0.89
2026-01-28,301313,34.26,32.02,-6.54
2025-07-02,301314,40.39,40.46,0.17
2025-08-08,301314,45.64,46.55,1.99
2025-06-26,301315,53.38,56.57,5.98
2024-12-25,301316,25.49,25.8,1.22
2025-09-01,301316,66.49,66.04,-0.68
2024-12-09,301317,24.26,23.62,-2.64
2026-01-20,301317,42.43,42.8,0.87
2026-01-15,301320,18.56,18.47,-0.48
2024-09-18,301321,12.88,12.79,-0.7
2024-10-25,301322,27.38,29.2,6.65
2024-10-29,301322,29.55,28.71,-2.84
2025-03-19,301322,27.44,27.03,-1.49
2025-05-14,301322,27.58,27.42,-0.58
2025-06-04,301322,31.5,31.0,-1.59
2026-02-12,301322,31.57,31.75,0.57
2024-11-04,301323,38.0,37.2,-2.11
2025-06-16,301323,50.35,49.5,-1.69
2024-11-26,301326,86.16,88.07,2.22
2025-08-11,301326,98.84,96.02,-2.85
2025-09-29,301326,128.9,126.07,-2.2
2025-10-28,301326,144.58,140.2,-3.03
2026-02-02,301326,129.0,131.62,2.03
2026-02-05,301326,128.04,127.93,-0.09
2024-07-23,301327,68.44,67.99,-0.66
2024-09-03,301327,72.82,71.5,-1.81
2025-08-28,301327,65.98,66.11,0.2
2025-08-26,301328,50.8,48.51,-4.51
2026-01-20,301328,56.31,55.98,-0.59
2025-02-07,301329,23.3,23.87,2.45
2025-12-04,301329,23.74,23.71,-0.13
2025-12-10,301329,25.82,25.02,-3.1
2024-05-07,301331,41.63,41.21,-1.01
2025-06-12,301331,32.44,32.04,-1.23
2025-07-07,301331,33.56,34.4,2.5
2025-08-12,301332,11.57,11.4,-1.47
2025-08-08,301337,31.06,31.18,0.39
2025-06-13,301338,39.49,40.64,2.91
2025-06-17,301338,41.0,41.29,0.71
2025-06-25,301338,42.19,42.48,0.69
2025-08-01,301338,54.98,59.16,7.6
2025-08-12,301338,65.8,66.06,0.4
2026-01-08,301338,93.16,91.0,-2.32
2026-01-22,301338,115.8,117.63,1.58
2024-06-20,301339,22.1,21.16,-4.25
2025-08-22,301339,18.15,18.06,-0.5
2026-01-13,301339,15.86,15.51,-2.21
2024-01-15,301345,61.0,60.75,-0.41
2025-06-06,301345,76.95,81.31,5.67
2025-06-12,301345,95.3,97.61,2.42
2025-06-25,301345,102.9,105.29,2.32
2025-08-11,301345,173.0,172.0,-0.58
2025-08-25,301345,196.85,189.96,-3.5
2025-09-08,301345,200.45,205.72,2.63
2025-09-15,301345,209.99,209.04,-0.45
2024-11-12,301349,37.37,40.95,9.58
2025-09-08,301349,44.0,42.42,-3.59
2025-09-18,301353,28.58,29.0,1.47
2025-09-22,301353,29.0,28.71,-1.0
2025-09-24,301353,28.98,28.72,-0.9
2025-01-02,301355,13.33,13.03,-2.25
2025-06-13,301355,12.59,12.64,0.4
2024-11-15,301356,19.58,19.14,-2.25
2025-09-02,301356,21.99,21.9,-0.41
2025-08-01,301357,108.0,113.7,5.28
2024-04-08,301358,35.65,37.55,5.33
2024-04-11,301358,37.55,36.15,-3.73
2024-11-01,301358,47.8,45.84,-4.1
2025-07-28,301358,32.85,32.6,-0.76
2025-09-01,301358,36.81,36.09,-1.96
2025-03-19,301359,26.19,26.28,0.34
2025-05-12,301359,27.98,27.79,-0.68
2026-02-25,301359,22.23,22.13,-0.45
2024-07-17,301360,44.14,43.87,-0.61
2025-07-18,301360,50.02,50.28,0.52
2025-08-08,301360,53.99,54.3,0.57
2025-09-09,301360,56.81,59.0,3.85
2025-09-11,301360,59.74,63.46,6.23
2025-09-30,301360,72.77,80.0,9.94
2025-10-21,301360,93.34,91.0,-2.51
2025-07-11,301361,32.63,32.7,0.21
2025-07-17,301362,41.75,42.03,0.67
2026-01-14,301362,45.56,45.38,-0.4
2025-08-26,301363,27.16,25.5,-6.11
2025-04-01,301367,80.28,77.3,-3.71
2024-11-07,301368,52.5,50.49,-3.83
2025-01-27,301368,61.42,63.24,2.96
2025-02-28,301368,79.98,80.83,1.06
2025-07-02,301369,55.59,55.05,-0.97
2025-08-25,301369,73.09,72.09,-1.37
2025-09-02,301369,81.68,81.07,-0.75
2025-09-25,301369,82.0,91.04,11.02
2025-10-28,301369,91.34,93.0,1.82
2025-12-02,301369,106.08,108.38,2.17
2025-07-22,301370,11.25,11.11,-1.24
2025-11-17,301370,12.29,11.86,-3.5
2024-05-08,301371,37.49,36.42,-2.85
2025-11-05,301372,29.45,28.7,-2.55
2025-12-26,301373,33.29,33.18,-0.33
2025-08-19,301376,19.88,19.93,0.25
2026-02-12,301376,20.35,20.38,0.15
2025-07-01,301377,35.9,34.13,-4.93
2025-07-16,301377,41.69,44.32,6.31
2025-07-24,301377,49.55,48.84,-1.43
2026-01-23,301377,173.43,176.58,1.82
2026-01-28,301377,181.57,173.5,-4.44
2025-02-18,301378,37.15,35.11,-5.49
2024-12-11,301380,50.48,49.7,-1.55
2026-01-13,301380,44.33,41.82,-5.66
2024-05-22,301381,29.3,28.0,-4.44
2025-05-14,301381,23.5,21.9,-6.81
2024-10-09,301383,37.91,40.16,5.94
2025-02-05,301383,62.49,65.55,4.9
2025-02-10,301383,61.11,58.49,-4.29
2024-05-27,301386,23.27,22.32,-4.08
2025-08-19,301387,44.48,46.02,3.46
2025-08-21,301387,46.91,47.0,0.19
2026-01-13,301387,59.5,57.31,-3.68
2024-04-18,301388,24.65,22.59,-8.36
2025-06-30,301388,24.75,24.67,-0.32
2025-07-02,301389,25.5,26.62,4.39
2025-07-01,301390,36.28,37.32,2.87
2026-02-25,301390,41.2,41.17,-0.07
2026-03-09,301390,41.71,43.01,3.12
2024-03-14,301391,120.71,125.88,4.28
2025-07-01,301391,42.92,41.8,-2.61
2025-07-23,301391,44.4,44.01,-0.88
2025-08-08,301391,47.9,49.0,2.3
2025-08-12,301391,49.1,49.47,0.75
2025-09-17,301391,64.88,62.29,-3.99
2025-05-22,301393,53.76,53.04,-1.34
2024-10-09,301395,12.78,12.27,-3.99
2025-03-19,301396,86.2,82.8,-3.94
2026-01-13,301396,78.51,90.0,14.64
2025-02-18,301397,35.03,35.21,0.51
2025-02-26,301397,41.79,41.41,-0.91
2025-08-12,301397,40.0,42.01,5.02
2024-12-06,301398,52.69,54.98,4.35
2024-12-10,301398,55.85,55.3,-0.98
2026-01-15,301398,61.78,63.19,2.28
2025-08-08,301408,15.24,15.33,0.59
2024-12-03,301413,56.31,57.0,1.23
2024-12-06,301413,66.0,66.3,0.45
2025-08-26,301413,126.0,120.03,-4.74
2026-01-22,301413,157.98,153.0,-3.15
2025-06-27,301418,36.8,36.49,-0.84
2026-02-13,301419,36.48,36.34,-0.38
2026-03-09,301419,36.8,38.0,3.26
2025-05-19,301421,59.9,59.6,-0.5
2025-05-21,301421,60.15,57.07,-5.12
2025-08-26,301421,88.51,83.18,-6.02
2024-12-23,301428,39.0,42.44,8.82
2026-01-13,301428,38.04,38.58,1.42
2025-05-30,301429,18.08,17.95,-0.72
2025-07-23,301429,19.48,19.6,0.62
2025-08-04,301429,20.12,20.44,1.59
2025-08-06,301429,20.45,20.38,-0.34
2025-02-10,301439,19.37,19.89,2.68
2024-12-25,301446,24.98,24.59,-1.56
2025-09-02,301446,30.69,30.4,-0.94
2026-01-16,301446,40.65,40.21,-1.08
2024-12-03,301448,24.86,23.67,-4.79
2025-07-23,301448,29.3,28.68,-2.12
2025-08-19,301448,34.81,35.33,1.49
2025-09-02,301448,45.51,44.88,-1.38
2025-09-12,301448,62.97,64.62,2.62
2024-10-09,301456,24.48,26.02,6.29
2024-10-24,301456,25.49,25.1,-1.53
2025-09-25,301456,30.98,32.51,4.94
2025-10-23,301456,36.4,35.75,-1.79
2025-07-11,301458,34.99,34.5,-1.4
2025-08-06,301458,38.55,37.56,-2.57
2025-08-08,301458,38.29,37.86,-1.12
2026-01-22,301459,53.08,51.94,-2.15
2025-11-04,301468,42.5,42.74,0.56
2025-11-07,301468,41.96,41.01,-2.26
2025-12-09,301468,49.2,55.0,11.79
2026-01-15,301468,63.4,63.35,-0.08
2026-02-13,301468,74.44,75.85,1.89
2025-05-21,301469,26.27,25.97,-1.14
2025-08-15,301469,30.79,31.49,2.27
2025-08-19,301469,31.55,30.55,-3.17
2026-01-13,301479,94.45,92.0,-2.59
2025-02-18,301486,66.5,68.53,3.05
2025-09-02,301486,101.48,97.48,-3.94
2026-01-29,301486,180.0,199.99,11.11
2025-09-08,301487,25.79,25.6,-0.74
2025-08-22,301488,78.58,80.02,1.83
2025-09-08,301488,146.0,139.5,-4.45
2025-09-10,301488,139.8,147.0,5.15
2025-08-14,301489,158.0,166.1,5.13
2024-05-08,301498,57.9,58.44,0.93
2025-04-18,301498,102.37,100.99,-1.35
2025-07-23,301499,27.82,28.11,1.04
2026-01-19,301499,32.54,31.7,-2.58
2025-08-14,301505,27.0,27.36,1.33
2025-06-10,301507,14.94,14.55,-2.61
2025-11-17,301507,17.73,17.69,-0.23
2024-10-09,301508,39.53,39.89,0.91
2025-04-02,301509,28.5,26.25,-7.89
2025-05-26,301509,36.51,36.88,1.01
2025-08-20,301509,44.72,44.0,-1.61
2025-08-18,301510,34.8,34.52,-0.8
2025-08-26,301510,35.42,33.73,-4.77
2024-11-07,301511,17.4,17.62,1.26
2025-05-23,301511,15.77,15.74,-0.19
2025-06-25,301511,18.09,19.68,8.79
2025-07-25,301511,28.6,33.94,18.67
2025-08-14,301511,40.97,40.85,-0.29
2025-06-27,301512,42.3,42.18,-0.28
2025-07-29,301512,45.3,43.42,-4.15
2025-07-02,301515,20.58,20.59,0.05
2025-07-04,301515,20.8,21.23,2.07
2025-07-10,301515,22.01,21.76,-1.14
2024-10-09,301516,19.88,19.73,-0.75
2026-01-07,301517,70.48,72.69,3.14
2025-09-05,301518,27.8,28.16,1.29
2025-07-04,301519,13.94,13.98,0.29
2025-11-13,301519,15.09,15.32,1.52
2025-02-20,301525,79.84,83.13,4.12
2025-08-12,301525,88.59,87.52,-1.21
2025-08-14,301525,88.0,88.9,1.02
2025-09-26,301525,113.49,116.67,2.8
2025-04-30,301526,3.74,3.84,2.67
2025-07-07,301526,4.53,5.49,21.19
2025-08-27,301526,7.05,8.4,19.15
2025-03-20,301528,47.56,47.28,-0.59
2025-05-27,301528,50.54,50.1,-0.87
2025-07-31,301528,60.58,59.5,-1.78
2025-03-13,301529,34.98,34.45,-1.52
2025-05-30,301529,35.2,34.97,-0.65
2025-07-15,301529,40.56,43.11,6.29
2025-07-17,301529,44.44,46.51,4.66
2025-08-05,301529,72.22,75.79,4.94
2025-08-18,301529,83.11,69.06,-16.91
2026-01-08,301529,128.88,129.9,0.79
2026-01-12,301529,132.05,125.0,-5.34
2026-01-07,301535,22.7,22.27,-1.89
2026-01-13,301535,23.31,24.07,3.26
2026-01-13,301536,65.69,64.58,-1.69
2024-05-13,301538,141.57,157.7,11.39
2025-08-22,301538,73.59,72.04,-2.11
2025-12-23,301539,20.92,21.08,0.76
2025-03-20,301548,57.26,55.37,-3.3
2026-01-23,301548,69.62,77.54,11.38
2026-02-11,301548,88.0,89.5,1.7
2026-02-13,301548,91.47,90.98,-0.54
2026-02-25,301548,91.5,96.44,5.4
2024-11-18,301550,62.88,64.88,3.18
2024-12-06,301550,68.66,71.97,4.82
2025-09-19,301550,127.89,131.01,2.44
2026-01-19,301550,207.19,196.49,-5.16
2026-01-09,301555,36.32,36.54,0.61
2025-07-21,301556,110.0,107.36,-2.4
2025-07-28,301556,123.85,119.34,-3.64
2025-07-30,301556,119.57,121.51,1.62
2025-08-22,301557,77.7,77.2,-0.64
2024-10-09,301559,17.87,17.16,-3.97
2025-11-10,301565,26.82,26.46,-1.34
2025-06-17,301566,17.95,17.85,-0.56
2025-07-02,301566,18.23,18.09,-0.77
2025-08-27,301566,19.13,18.75,-1.99
2025-11-27,301566,19.53,19.3,-1.18
2025-12-18,301566,19.7,19.03,-3.4
2025-12-25,301566,20.2,20.31,0.54
2025-11-28,301567,47.5,60.01,26.34
2025-08-05,301568,45.54,45.3,-0.53
2025-08-27,301568,53.49,57.39,7.29
2026-02-27,301568,55.5,54.94,-1.01
2025-12-09,301571,51.05,50.42,-1.23
2025-12-29,301571,53.98,55.56,2.93
2024-06-21,301577,67.5,66.6,-1.33
2026-01-13,301586,54.47,53.17,-2.39
2025-08-22,301587,23.95,23.65,-1.25
2025-09-03,301587,24.42,23.59,-3.4
2025-08-08,301588,19.68,19.7,0.1
2025-08-22,301588,20.7,20.82,0.58
2025-09-08,301588,21.97,21.85,-0.55
2025-07-16,301589,150.61,151.59,0.65
2025-08-05,301589,155.85,157.5,1.06
2025-08-21,301589,164.56,181.22,10.12
2025-08-26,301589,176.58,169.5,-4.01
2025-09-15,301589,178.0,178.96,0.54
2025-09-29,301590,228.08,233.0,2.16
2025-07-23,301592,158.0,164.08,3.85
2026-01-06,301595,51.11,48.05,-5.99
2025-02-11,301596,161.28,160.6,-0.42
2025-10-17,301598,68.39,71.12,3.99
2025-10-21,301598,71.18,69.2,-2.78
2025-08-26,301600,130.0,123.6,-4.92
2025-08-06,301602,28.39,28.13,-0.92
2025-08-07,301603,60.14,60.14,0.0
2025-08-27,301603,76.4,79.05,3.47
2025-08-14,301606,66.88,67.98,1.64
2025-10-17,301607,46.3,44.68,-3.5
2025-03-05,301608,99.53,116.06,16.61
2025-08-26,301611,58.3,56.12,-3.74
2025-09-01,301611,59.2,56.64,-4.32
2025-10-10,301611,63.99,66.1,3.3
2025-12-18,301611,66.3,67.09,1.19
2025-12-31,301611,88.57,83.8,-5.39
2026-01-12,301611,120.44,112.84,-6.31
2025-08-19,301616,63.48,59.99,-5.5
2025-07-28,301626,145.88,143.31,-1.76
2025-07-30,301626,144.8,140.03,-3.29
2026-01-15,301628,98.15,99.71,1.59
2025-03-19,301633,95.0,94.0,-1.05
2025-07-02,301662,107.9,116.0,7.51
2025-08-06,301678,92.48,92.08,-0.43
2024-10-11,302132,66.6,68.45,2.78
2024-11-07,302132,84.76,83.61,-1.36
2025-08-26,302132,101.83,96.98,-4.76
2024-02-20,600000,7.15,7.24,1.26
2024-02-22,600000,7.27,7.26,-0.14
2024-05-15,600000,7.93,8.04,1.39
2024-07-11,600000,8.73,8.83,1.15
2024-07-16,600000,8.95,8.75,-2.23
2024-09-27,600000,10.08,10.88,7.94
2025-06-17,600000,12.65,12.78,1.03
2025-06-19,600000,12.84,12.98,1.09
2025-07-03,600000,14.28,14.66,2.66
2024-09-24,600007,25.6,25.58,-0.08
2025-01-22,600007,24.68,24.25,-1.74
2024-05-08,600008,2.91,2.92,0.34
2024-11-08,600008,3.64,3.58,-1.65
2025-05-16,600008,3.18,3.18,0.0
2025-09-16,600008,3.3,3.31,0.3
2025-10-22,600008,3.38,3.39,0.3
2026-03-10,600008,3.21,3.24,0.93
2024-03-15,600009,37.5,37.65,0.4
2024-01-30,600011,8.92,8.68,-2.69
2024-04-09,600011,9.86,9.72,-1.42
2025-04-18,600011,7.18,7.17,-0.14
2025-10-28,600011,7.78,8.24,5.91
2024-05-23,600015,7.04,6.95,-1.28
2024-09-27,600015,7.29,8.15,11.8
2025-04-17,600015,7.95,7.96,0.13
2025-06-05,600016,4.52,4.49,-0.66
2025-07-03,600016,5.0,5.1,2.0
2024-04-12,600017,2.85,2.85,0.0
2026-02-26,600017,3.18,3.21,0.94
2024-01-08,600018,5.12,5.17,0.98
2025-05-16,600018,5.83,5.88,0.86
2024-02-21,600019,6.62,6.66,0.6
2024-08-21,600020,3.96,3.96,0.0
2024-05-07,600021,9.42,9.21,-2.23
2024-05-14,600021,9.58,9.3,-2.92
2025-08-05,600021,9.91,10.14,2.32
2025-08-07,600021,10.2,10.73,5.2
2025-08-11,600021,10.77,10.88,1.02
2025-08-14,600021,11.03,11.95,8.34
2024-09-27,600022,1.41,1.64,16.31
2024-12-10,600022,1.71,1.72,0.58
2024-07-04,600023,7.67,7.63,-0.52
2026-03-06,600023,5.51,5.5,-0.18
2026-03-10,600023,5.52,5.53,0.18
2024-04-19,600025,9.95,9.73,-2.21
2024-10-09,600025,11.15,10.9,-2.24
2024-03-26,600026,16.57,15.99,-3.5
2024-04-01,600026,17.09,17.17,0.47
2025-09-16,600026,12.85,12.58,-2.1
2025-09-18,600026,12.73,12.75,0.16
2026-02-02,600026,15.86,16.0,0.88
